image_path,caption
/home/neemias/perceptsent/data/1sGjgwxWrsMDZSMTWZkJQjTYV4-jT7oy5.jpg,"<positive>The image shows a garden with various plants, including tulips and other flowers. The colors are bright and vibrant, which gives the image a positive feel.</positive>
        <negative>The image is of a garden, but it appears to be overgrown and unkempt, with weeds and dead plants. This gives the image a negative feel.</negative>
        <neutral>The image is of a garden, but it is not clear whether it is positive or negative. It could be seen as either, depending on the context in which it is used.</neutral>"
/home/neemias/perceptsent/data/1BhIkrf3HWatQFG7KxJK7MZ1oWbUczaar.jpg,"<positive>The image shows a group of people standing on the sidewalk in front of a church. They are all wearing masks and appear to be waiting for something. The scene is relatively peaceful, with no obvious signs of danger or conflict. Overall, it seems like a positive image of people coming together in a public space.</positive>
        <negative>The image shows a group of people standing on the sidewalk in front of a church. They are all wearing masks and appear to be waiting for something. However, the scene is relatively dull and uninteresting, with no clear focal point or sense of action. Additionally, the fact that everyone is wearing masks suggests that there may be some kind of health concern or danger present, which could potentially make the image negative.</negative>
        <neutral>The image shows a group of people standing on the sidewalk in front of a church. They are all wearing masks and appear to be waiting for something. The scene is relatively neutral, with no obvious signs of danger or conflict, but also not particularly interesting or engaging. As such, it could be considered a neutral image.</neutral>"
/home/neemias/perceptsent/data/15LVGeXllPyPe1jicnPTPl6kbBYJ5lZh8.jpg,"<positive>The image shows a large, open space with wooden beams and floors, which could be used for various purposes such as a living room, office or studio. The lighting is dim, but there are windows that let in natural light, making the space bright and inviting. The atmosphere is cozy and warm, and the wooden beams add a rustic touch to the space. Overall, it's a positive image that suggests a comfortable and welcoming environment.</positive>
        <negative>The image shows an old, dilapidated building with broken windows and peeling paint. The interior is dark and uninviting, with no signs of life or activity. The atmosphere is gloomy and depressing, and the wooden beams add a sense of decay and neglect. Overall, it's a negative image that suggests a place that is abandoned and in disrepair.</negative>
        <neutral>The image shows a large, open space with wooden beams and floors, which could be used for various purposes such as a living room, office or studio. The lighting is dim, but there are windows that let in natural light, making the space bright and inviting. However, there is no sign of life or activity, so the atmosphere is neutral. Overall, it's an image that doesn't evoke any particular emotion or feeling, it's just"
/home/neemias/perceptsent/data/11_yZVpq48fA-jchrZO_sTtUKQejXd-te.jpg,"<positive>The image shows a car that has been involved in an accident and is being towed away by a tow truck. The car appears to be in bad shape, with significant damage to the front end and the windshield shattered. However, the tow truck driver and the people standing nearby seem to be calm and focused on getting the car to safety. This suggests that they are taking the necessary steps to handle the situation in a positive way.</positive>
        <negative>The image shows a car that has been involved in an accident and is being towed away by a tow truck. The car appears to be in bad shape, with significant damage to the front end and the windshield shattered. The people standing nearby seem concerned and upset about the situation, which suggests that the accident has caused some negative impacts on them. Additionally, the tow truck driver seems to be in a hurry, which could indicate that he is under pressure to get the car towed away quickly, potentially without taking the necessary precautions.</negative>
        <neutral>The image shows a car that has been involved in an accident and is being towed away by a tow truck. The car appears to be in bad shape, with significant damage to the front end and the windshield shattered. There is no clear indication of whether the situation is positive, negative"
/home/neemias/perceptsent/data/1l-Ygs1ezj1Z68h8wFYYRb12h1_PpA8z7.jpg,"<positive>The image shows a room that has been renovated with new wood flooring, walls and ceiling. The room appears to be well lit and spacious, with plenty of natural light coming in through the windows. The room is also well organized, with tools and equipment neatly stored on shelves and in bins. Overall, the image suggests a positive and productive work environment.</positive>
        <negative>The image shows a room that has been renovated with new wood flooring, walls and ceiling. However, the room appears to be poorly lit and cramped, with limited natural light coming in through the windows. The room is also poorly organized, with tools and equipment scattered haphazardly around the space. Overall, the image suggests a negative and unproductive work environment.</negative>
        <neutral>The image shows a room that has been renovated with new wood flooring, walls and ceiling. The room appears to be well lit and spacious, but it is not clear from the image what the room is used for or how it is being utilized. The room is also well organized, but it is not clear from the image what kind of tools and equipment are stored there. Overall, the image is neutral and provides limited information about the work environment.</neutral>"
/home/neemias/perceptsent/data/1sjemBBOHMg-DjQuIwbe1e_e0x7puSvWP.jpg,"<positive>The image shows a rusted metal building with peeling paint and a sign that reads ""Machine Shop."" The building appears to be abandoned, with broken windows and a missing door. The overall atmosphere of the image is one of neglect and decay. However, there is still some beauty in the rustic appearance of the building, which has a certain charm to it.</positive>
        <negative>The image shows a dilapidated machine shop that appears to be abandoned. The building is rusted and in disrepair, with broken windows and a missing door. The overall atmosphere of the image is one of neglect and decay, which may not be appealing to some viewers. Additionally, the sign on the building is partially obscured by vines, which may suggest that the business has been closed for some time.</negative>
        <neutral>The image shows a rusted metal building with peeling paint and a sign that reads ""Machine Shop."" The building appears to be abandoned, with broken windows and a missing door. The overall atmosphere of the image is one of neglect and decay, but the building still has some charm to it. The vines growing on the sign suggest that the business has been closed for some time, but this does not necessarily have a positive or negative connotation.</neutral>"
/home/neemias/perceptsent/data/1gnbr9y1VBnFSqyqxLU-W5WrsN6DejtdG.jpg,"<positive>

        The image shows a beautiful landscape with mountains and water in the background. The sky is cloudy, but it doesn't detract from the beauty of the scene. The tracks suggest that this is a train line, and there may be a station or depot nearby. Overall, the image is positive and peaceful.

        <negative>

        The image is somewhat dark and gloomy, with a cloudy sky that doesn't allow much sunlight to reach the scene. There are no obvious signs of human activity, such as buildings or people, which could make the scene feel isolated and uninviting. Additionally, the tracks may suggest that this is a train line, which could be associated with negative connotations such as transportation to a prison or a concentration camp.

        <neutral>

        The image is neutral in terms of its emotional impact. While it is beautiful, with mountains and water in the background, the cloudy sky and lack of human activity make it feel somewhat bleak. The presence of train tracks could be seen as either positive (a means of transportation) or negative (associated with negative historical events). Overall, the image is neutral in terms of its emotional impact."
/home/neemias/perceptsent/data/1CqZ0KGu-OncGJug1v7TDfnME9frUbdx0.jpg,"<positive>The image shows a peaceful and serene scene with a lake in the background, surrounded by trees and clouds. The sky is clear and there are no signs of pollution or negative impact on the environment. The water is calm and reflects the clouds and trees in its surface, creating a beautiful and harmonious composition. The overall feeling of the image is positive and calming.</positive>
        <negative>The image does not show any negative elements, such as pollution or destruction of the environment. Therefore, it cannot be classified as negative.</negative>
        <neutral>The image is neutral as it does not show any extreme or significant positive or negative elements. It is simply a scenic view of a lake and its surroundings.</neutral>"
/home/neemias/perceptsent/data/1-fk2nLD_OQzzGqA-79kg-VnvOq9O2y3Z.jpg,"<positive>The image shows a busy city street with many people walking, driving and crossing the street. The buildings in the background are modern and tall, indicating that this is a developed area. The overall atmosphere of the image is positive as it depicts a bustling urban environment with a lot of activity and energy.</positive>
        <negative>The image does not show any obvious negative elements. However, some people may find the crowdedness of the street unappealing or overwhelming.</negative>
        <neutral>The image is neutral as it does not show any obvious positive or negative elements. It simply depicts a typical city street scene.</neutral>"
/home/neemias/perceptsent/data/1AExlDBRE8dz3mtO6R2NS9fEETkHckX8E.jpg,"<positive>The image shows a truck carrying bricks on the back of it, which suggests that construction work is being done in the area. This could be seen as a positive sign of economic activity and growth in the region.</positive>
        <negative>The image shows a truck carrying bricks on the back of it, which suggests that construction work is being done in the area. This could be seen as a negative sign of environmental degradation and pollution if the construction site is not managed properly.</negative>
        <neutral>The image shows a truck carrying bricks on the back of it, which suggests that construction work is being done in the area. This could be seen as neutral since it does not necessarily have a positive or negative impact on the region.</neutral>"
